"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","gene_symbol"
"Caprin2",0.000147600890996028,0.0571731289173072,0.134,0.09,1,"Caprin2"
"Tspan31",0.000148265690570118,0.108035182571595,0.425,0.357,1,"Tspan31"
"Wdr3",0.000149029704943558,0.064104580974798,0.151,0.105,1,"Wdr3"
"Plxna1",0.000149907941796665,0.0624608310554121,0.131,0.088,1,"Plxna1"
"Idh2",0.000150101122732224,0.0860059514032723,0.301,0.238,1,"Idh2"
"Tpd52",0.000151274486093252,0.113537129382369,0.499,0.43,1,"Tpd52"
"Slu7",0.000151843962115135,0.0914174696111103,0.423,0.352,1,"Slu7"
"Pcf11",0.000152353009817271,0.0997578512835605,0.292,0.232,1,"Pcf11"
"C2cd3",0.000152584794493185,0.0707464240027133,0.139,0.095,1,"C2cd3"
"Slco3a1",0.000153222107384493,0.0789925189737034,0.304,0.239,1,"Slco3a1"
"Pvrl2",0.000153546212688111,0.0636770891743871,0.14,0.096,1,"Pvrl2"
"Anapc1",0.000156719700385167,0.0978874712521324,0.245,0.189,1,"Anapc1"
"Zbtb25",0.0001567706742775,0.06305967958066,0.113,0.074,1,"Zbtb25"
"Cant1",0.00015688390192211,0.0857098426197891,0.218,0.164,1,"Cant1"
"P4hb",0.00015728411281963,0.105891268387606,0.327,0.263,1,"P4hb"
"Alyref",0.000157840114339155,0.0808207996779824,0.234,0.177,1,"Alyref"
"Xpc",0.000158461886173639,0.0598163805517408,0.146,0.101,1,"Xpc"
"Ubqln4",0.000159950887733121,0.071845509367168,0.152,0.107,1,"Ubqln4"
"Rnf44",0.00016184035479429,0.0982499412353189,0.189,0.14,1,"Rnf44"
"Krcc1",0.000162855516570268,-0.102194578200703,0.137,0.194,1,"Krcc1"
"Atl2",0.000163629916506728,0.0801893399783386,0.207,0.154,1,"Atl2"
"4930447C04Rik",0.000163695600810949,0.109735933952501,0.169,0.122,1,"4930447C04Rik"
"Tmed1",0.000163982193522477,0.0833063370219215,0.244,0.187,1,"Tmed1"
"Pacrgl",0.00016439783210921,0.0736464941115666,0.149,0.104,1,"Pacrgl"
"Zfp511",0.00016584314631232,0.0693518141966394,0.215,0.16,1,"Zfp511"
"Tmem218",0.000167298250913608,0.0518397927809855,0.104,0.066,1,"Tmem218"
"Slc23a2",0.0001676064479527,0.0780263565584133,0.25,0.191,1,"Slc23a2"
"Slc9a3r2",0.000168034492608336,0.018889751476956,0.275,0.21,1,"Slc9a3r2"
"Nup153",0.000170787700544998,0.0653542988153969,0.161,0.114,1,"Nup153"
"Lzts2",0.000171217990832345,-0.132924602933521,0.205,0.266,1,"Lzts2"
"Smarcal1",0.000172147867520677,0.0544298068607499,0.105,0.068,1,"Smarcal1"
"Pmepa1",0.00017248362112675,0.0565080679522634,0.123,0.082,1,"Pmepa1"
"Prdx6",0.000173490171177871,0.0789309258596916,0.476,0.414,1,"Prdx6"
"Thoc6",0.000173633698430063,0.0659925566997991,0.126,0.085,1,"Thoc6"
"Tmem206",0.000174062255050958,0.0640106531887664,0.107,0.069,1,"Tmem206"
"Mbtps1",0.000176884397480557,0.0863006140401967,0.219,0.166,1,"Mbtps1"
"Kctd4",0.00017727179003821,0.0980058854592399,0.175,0.127,1,"Kctd4"
"Nampt",0.000178014775471608,0.114060762557475,0.285,0.227,1,"Nampt"
"Ccdc28b",0.000178319204143641,0.0919079452101876,0.25,0.194,1,"Ccdc28b"
"Ddx49",0.00017857876115073,0.0756829665784135,0.183,0.133,1,"Ddx49"
"Gm20342",0.000179608487970067,0.0712268611329656,0.126,0.086,1,"Gm20342"
"Sys1",0.000180518245065222,0.123501340254644,0.597,0.531,1,"Sys1"
"Tbp",0.000180988852085089,0.0617620484193671,0.137,0.094,1,"Tbp"
"Mtcp1",0.000182104901949946,0.0696279730395411,0.131,0.089,1,"Mtcp1"
"Dctpp1",0.000182684858928934,0.0663567310384654,0.219,0.164,1,"Dctpp1"
"Rhobtb3",0.000183556314752217,-0.093733169710938,0.104,0.156,1,"Rhobtb3"
"Rnf141",0.000184982613706245,-0.0744050876239059,0.084,0.133,1,"Rnf141"
"Vps33b",0.00018657021521731,0.0536418157932734,0.104,0.067,1,"Vps33b"
"Irf2",0.000189844776116839,0.0873360284406422,0.225,0.171,1,"Irf2"
"Dtna",0.000190076979701919,0.0968961310031496,0.25,0.193,1,"Dtna"
"Mbd6",0.000193807803470949,0.056232360311629,0.114,0.075,1,"Mbd6"
"Ltbp3",0.000196353697135475,0.0593404009722026,0.11,0.072,1,"Ltbp3"
"Cacna1c",0.000196617282626305,0.0713608102218816,0.137,0.094,1,"Cacna1c"
"Zbtb21",0.000196760098095644,0.0651130286660024,0.174,0.125,1,"Zbtb21"
"Tpm3-rs7",0.000199232272886402,0.0816688454872743,0.163,0.117,1,"Tpm3-rs7"
"Trub2",0.000199932249556112,0.0580902712312139,0.108,0.07,1,"Trub2"
"Pou3f2",0.000201864582615663,0.0952602863048005,0.135,0.093,1,"Pou3f2"
"2610037D02Rik",0.000201965707991789,0.070670822922987,0.139,0.096,1,"2610037D02Rik"
"Lig1",0.000201976917872479,0.0674474333066839,0.154,0.108,1,"Lig1"
"Txndc12",0.00020202241354386,0.120581612385682,0.324,0.268,1,"Txndc12"
"Ints2",0.000202679010178947,0.0587858712586815,0.143,0.099,1,"Ints2"
"Lgmn",0.00020288844381051,-0.0701199752972288,0.699,0.612,1,"Lgmn"
"Kcnab2",0.000203176860600702,0.0903485829881407,0.19,0.14,1,"Kcnab2"
"Pcid2",0.000203759552839576,0.0491895077947763,0.12,0.08,1,"Pcid2"
"Fbxw9",0.00020841083706934,0.0661154852235009,0.135,0.093,1,"Fbxw9"
"Zfp24",0.000209176318307208,0.104219547411575,0.318,0.259,1,"Zfp24"
"Fbxo7",0.000209905574942847,-0.139345359618024,0.218,0.277,1,"Fbxo7"
"Arhgef3",0.000210303485040986,0.0583184971501246,0.102,0.066,1,"Arhgef3"
"Sept7",0.000211446400577199,0.00455905080479768,0.947,0.897,1,"Sept7"
"Pds5a",0.000211868987426563,0.0987263836330675,0.259,0.204,1,"Pds5a"
"Srebf1",0.00021479517636998,-0.0693371382389378,0.056,0.1,1,"Srebf1"
"Nfkbib",0.000214860856616741,0.0585139403515569,0.32,0.255,1,"Nfkbib"
"Rap1a",0.00021669653066169,-0.315989132049189,0.551,0.574,1,"Rap1a"
"Phf8",0.00022256997858046,0.0756889529377602,0.152,0.108,1,"Phf8"
"Fam172a",0.000222817661681328,0.0772314847110166,0.283,0.221,1,"Fam172a"
"Spopl",0.000224272256551605,0.0806318809005435,0.218,0.164,1,"Spopl"
"Prpf3",0.000225300052045032,0.0602432085298639,0.142,0.098,1,"Prpf3"
"Yeats2",0.000226493059552371,0.0714228215875433,0.131,0.09,1,"Yeats2"
"Edc4",0.000226889738198421,0.0698666459476736,0.161,0.115,1,"Edc4"
"Eps15",0.00022919099803095,0.109775275757919,0.444,0.374,1,"Eps15"
"Slc52a2",0.00023123860033216,0.0705702141559361,0.122,0.082,1,"Slc52a2"
"Zfp946",0.000234867522014805,0.0740338987972695,0.137,0.095,1,"Zfp946"
"Tiparp",0.000235864410972993,0.0524801505763557,0.263,0.202,1,"Tiparp"
"Acadm",0.000235877895425119,0.0990466402320326,0.279,0.221,1,"Acadm"
"Per3",0.000239121733701197,0.116022324203492,0.294,0.236,1,"Per3"
"Lmbrd1",0.000239434839671187,0.118729990376523,0.612,0.554,1,"Lmbrd1"
"Bcam",0.000239971863213283,0.0340792153917058,0.104,0.067,1,"Bcam"
"Scn8a",0.000241836003939764,0.0838939769811213,0.275,0.215,1,"Scn8a"
"2610008E11Rik",0.00024539025225657,0.0587718546136484,0.123,0.083,1,"2610008E11Rik"
"Tbc1d22a",0.000246041474532624,0.0565033024020772,0.1,0.065,1,"Tbc1d22a"
"Bmp2k",0.00024848861360227,-0.0786407718929043,0.062,0.106,1,"Bmp2k"
"Ap3b1",0.000249042339751369,0.0900880415408676,0.209,0.158,1,"Ap3b1"
"Zc3h4",0.000250539178439037,0.0478251693851849,0.114,0.075,1,"Zc3h4"
"Iah1",0.000251889951580853,0.0872510411932498,0.187,0.139,1,"Iah1"
"Ap2a1",0.000252537527223428,0.0571925640986781,0.679,0.586,1,"Ap2a1"
"Dgkq",0.000254193520333895,0.0697252620497043,0.146,0.103,1,"Dgkq"
"Scamp2",0.000255177767188866,-0.0924350154100698,0.107,0.158,1,"Scamp2"
"Lrch1",0.000255792442922532,0.0558230775128645,0.117,0.078,1,"Lrch1"
"Nbr1",0.000257069230312111,0.102911088616761,0.301,0.243,1,"Nbr1"
"Qrsl1",0.000259033092212749,0.0673498242943592,0.119,0.08,1,"Qrsl1"
"Vrk3",0.000259788075323422,0.0899129899808696,0.199,0.15,1,"Vrk3"
"Rqcd1",0.000261037129941894,0.0563516324407237,0.105,0.069,1,"Rqcd1"
"Gfm1",0.000261490203040564,0.0745238950387107,0.157,0.112,1,"Gfm1"
"Scap",0.000261999341233738,0.0832072898332038,0.218,0.165,1,"Scap"
"Arrb1",0.00026681722860412,0.0615728387075093,0.167,0.12,1,"Arrb1"
"Vimp",0.000267022267750601,0.100329726955373,0.595,0.532,1,"Vimp"
"Eftud1",0.000269922604490256,0.0586957884796811,0.135,0.094,1,"Eftud1"
"Nol4l",0.000270720840468194,0.0523144796304482,0.116,0.077,1,"Nol4l"
"1110046J04Rik",0.000271185548475799,0.0684316480648712,0.119,0.08,1,"1110046J04Rik"
"Npat",0.00027219886091878,0.0825412846070644,0.215,0.162,1,"Npat"
"Harbi1",0.00027261890850923,0.0557487017364499,0.102,0.066,1,"Harbi1"
"Fbxw17",0.000277636049029988,0.0637818970290916,0.16,0.114,1,"Fbxw17"
"Trim11",0.000278942601112507,0.0602463204619842,0.134,0.093,1,"Trim11"
"Gpd1",0.000279656356490676,-0.0905063041201734,0.073,0.119,1,"Gpd1"
"Tut1",0.000280165695736525,0.051838595932903,0.111,0.073,1,"Tut1"
"Abtb1",0.000282146163839519,0.0657775988763473,0.163,0.117,1,"Abtb1"
"Yipf6",0.000284478828009767,0.0708621262861497,0.18,0.132,1,"Yipf6"
"Npy",0.000284529519894178,0.67290476525629,0.142,0.099,1,"Npy"
"Trak1",0.000287300764014111,0.0653769268933895,0.129,0.089,1,"Trak1"
"Pmm2",0.000287511995084675,0.0750631939507036,0.175,0.128,1,"Pmm2"
"Trappc6a",0.00028965095289019,0.0698419535364628,0.213,0.16,1,"Trappc6a"
"Clec16a",0.000290409625044404,0.0541086097844519,0.11,0.072,1,"Clec16a"
"Clmn",0.000291489324137722,-0.108684973654604,0.149,0.205,1,"Clmn"
"Gns",0.000291829138746286,0.0737923360407737,0.228,0.174,1,"Gns"
"Rnf2",0.00029238290244604,0.0813184443280329,0.213,0.162,1,"Rnf2"
"Exosc3",0.000293725406434649,0.0777609475841634,0.181,0.134,1,"Exosc3"
"Pcnx",0.000294494311494878,0.0708489595966137,0.201,0.15,1,"Pcnx"
"Lsg1",0.000294803706039543,0.0880859151735034,0.202,0.154,1,"Lsg1"
"Dnajc25",0.000295747953939226,0.0466016536516249,0.102,0.066,1,"Dnajc25"
"Il11ra1",0.000299083817337,0.0887453796016221,0.139,0.097,1,"Il11ra1"
"Tbc1d10b",0.000299173307023524,0.0782392206555352,0.219,0.167,1,"Tbc1d10b"
"Coasy",0.000303906895865005,0.0725294639751694,0.213,0.161,1,"Coasy"
"Tbcel",0.000306073096213471,0.0737484149437264,0.166,0.12,1,"Tbcel"
"Srgap2",0.000306298911338766,0.0706883738159309,0.224,0.17,1,"Srgap2"
"Ippk",0.000310289627828129,0.0670051843346508,0.122,0.083,1,"Ippk"
"Ciart",0.000310571908070782,0.0825049215697066,0.224,0.171,1,"Ciart"
"Ginm1",0.000314651458812771,0.102911333363988,0.272,0.219,1,"Ginm1"
"Naa40",0.000314770118265102,0.0563695543412525,0.111,0.074,1,"Naa40"
"Smyd4",0.000316348168840452,0.0607119411392412,0.135,0.094,1,"Smyd4"
"Trmt11",0.000317726147328259,0.0760573004224328,0.151,0.107,1,"Trmt11"
"Gm9801",0.000321318762237645,0.0532154456735255,0.125,0.085,1,"Gm9801"
"Ccp110",0.000321474612991639,-0.193543194281788,0.242,0.294,1,"Ccp110"
"Spice1",0.000323149802108627,0.0520588302418912,0.105,0.069,1,"Spice1"
"Appl2",0.000323755801567997,-0.0853613550402935,0.096,0.145,1,"Appl2"
"Fez1",0.000327588429486811,-0.0773086002303573,0.858,0.783,1,"Fez1"
"Clcn2",0.000329392580023075,0.0587670816811466,0.117,0.079,1,"Clcn2"
"Nuak1",0.000330481047116641,0.0530704327486244,0.134,0.092,1,"Nuak1"
"Cwc27",0.000332790213424316,0.101429602155267,0.225,0.175,1,"Cwc27"
"Ctdspl",0.000338100806055639,0.056879839644348,0.122,0.083,1,"Ctdspl"
"Fam234b",0.000338374306688866,0.0968180798615637,0.268,0.212,1,"Fam234b"
"Map4k2",0.000338845064354417,0.0684324087003841,0.186,0.137,1,"Map4k2"
"Twf1",0.000341597914034837,0.095872873382652,0.323,0.261,1,"Twf1"
"Sox1",0.000343056065391093,0.0735667759775733,0.125,0.086,1,"Sox1"
"Zfp866",0.000343427190405951,0.052274619655293,0.111,0.074,1,"Zfp866"
"Rnf130",0.000344489899214771,-0.212495698643266,0.251,0.301,1,"Rnf130"
"Gm15440",0.000345230802926912,-0.149202175849312,0.113,0.163,1,"Gm15440"
"Skiv2l",0.000349621036881939,0.0670932127817704,0.199,0.149,1,"Skiv2l"
"Abcb8",0.000349813770231868,0.071940429082209,0.283,0.223,1,"Abcb8"
"Igbp1",0.000350106739156065,0.0748566728430895,0.215,0.163,1,"Igbp1"
"Kti12",0.000350268782198013,0.0664167472541236,0.117,0.08,1,"Kti12"
"Usp38",0.000354198645931509,0.0566382625481923,0.11,0.073,1,"Usp38"
"Ddx19a",0.00035843838987752,0.0543374939222212,0.125,0.085,1,"Ddx19a"
"Rab4b",0.000358718947321953,0.0603111480456121,0.166,0.12,1,"Rab4b"
"Nxt2",0.000359894834131295,0.123346786046332,0.336,0.282,1,"Nxt2"
"St6galnac4",0.000360728327864301,0.0530296328468008,0.131,0.09,1,"St6galnac4"
"Bloc1s1",0.000362380959590865,0.120067408096979,0.454,0.388,1,"Bloc1s1"
"Trio",0.000362746256606431,0.0652074137070756,0.219,0.166,1,"Trio"
"Tmem161a",0.000363455122205794,0.0778506726098794,0.23,0.176,1,"Tmem161a"
"Pygo2",0.000364086101277213,0.0488198568460302,0.11,0.073,1,"Pygo2"
"Brf1",0.000365358978858502,0.0714886666281407,0.174,0.127,1,"Brf1"
"Arsa",0.000365881361331209,0.0524928295991241,0.111,0.074,1,"Arsa"
"Xrcc3",0.000370829182768503,0.05747274072282,0.129,0.089,1,"Xrcc3"
"Dnajb5",0.00037182239119683,0.0744819202335436,0.149,0.107,1,"Dnajb5"
"Ranbp10",0.000375996251595115,0.0451962544994209,0.113,0.075,1,"Ranbp10"
"Gnptab",0.00037616372543092,0.0709855126484988,0.195,0.146,1,"Gnptab"
"B4galt5",0.000376879269106858,0.0617158896267138,0.148,0.104,1,"B4galt5"
"Cdk19",0.000380955625959851,-0.0727983187399001,0.075,0.119,1,"Cdk19"
"Anxa5",0.000382254994283233,0.0862423732315354,0.315,0.252,1,"Anxa5"
"Sulf2",0.000384714864047658,-0.126668365689386,0.152,0.205,1,"Sulf2"
"Sh3rf1",0.000385043325010148,0.0590141791532438,0.108,0.072,1,"Sh3rf1"
"Hist3h2ba",0.000385210652044255,0.15165805362207,0.426,0.373,1,"Hist3h2ba"
"St18",0.000385354614480787,-0.0554933238801046,0.07,0.115,1,"St18"
"Lrtm2",0.000386328579596946,0.0633181155694291,0.158,0.114,1,"Lrtm2"
"Fam53a",0.00038652744657163,0.0601737407477492,0.215,0.162,1,"Fam53a"
"Pcyt2",0.000388681981958921,0.0451238914984107,0.531,0.45,1,"Pcyt2"
"Sh3glb1",0.000394812909509601,-0.18086668344981,0.384,0.436,1,"Sh3glb1"
"Zfp275",0.00039589233838188,0.0555153747290971,0.129,0.089,1,"Zfp275"
"Arsb",0.000397756473706795,0.0763652876691595,0.236,0.183,1,"Arsb"
"Arid1b",0.000399453825530716,0.0661997955241781,0.178,0.131,1,"Arid1b"
"Usp16",0.000400542307032438,0.100830639613267,0.262,0.207,1,"Usp16"
"Supt7l",0.000404406421858435,0.059024456435311,0.131,0.091,1,"Supt7l"
"Nrip1",0.000409032241840603,0.0954188474121529,0.242,0.189,1,"Nrip1"
"Slc35a5",0.000409440586876231,0.082627275368276,0.346,0.284,1,"Slc35a5"
"Capn2",0.000412514496578254,0.0809589825897574,0.244,0.19,1,"Capn2"
"Sec61a1",0.000413892016582519,0.107474867175587,0.253,0.202,1,"Sec61a1"
"Cers5",0.000419104597179137,0.0882858747402132,0.277,0.221,1,"Cers5"
"Map2k5",0.000422441720442222,0.0617409404987423,0.174,0.126,1,"Map2k5"
"Myo1b",0.000422670409781249,0.0647473913200095,0.128,0.088,1,"Myo1b"
"Kif21b",0.000427397769725531,0.0590213511634708,0.143,0.101,1,"Kif21b"
"Rpl22",0.000429199423584077,0.150644792907821,0.534,0.492,1,"Rpl22"
"Usp25",0.000430192957915618,0.071798069719198,0.152,0.11,1,"Usp25"
"Upf1",0.000437081676220324,0.0693267158372194,0.175,0.129,1,"Upf1"
"Mars",0.000437177000385647,0.0702891166655725,0.219,0.167,1,"Mars"
"Faah",0.000438006704855671,0.0735335311743442,0.181,0.134,1,"Faah"
"Golga1",0.00043811814215155,0.0818861368481122,0.225,0.174,1,"Golga1"
"Pvrl1",0.000441595318421464,0.0612115242758911,0.149,0.106,1,"Pvrl1"
"Rnf38",0.000448673895421955,0.0518371180941169,0.117,0.079,1,"Rnf38"
"Raf1",0.000453722811501476,0.0876427673015321,0.339,0.28,1,"Raf1"
"Cpped1",0.000458644673140388,0.0545179918148923,0.119,0.081,1,"Cpped1"
"Lrrc58",0.000459968472297209,0.0598332753164748,0.706,0.625,1,"Lrrc58"
"Hmgxb3",0.000461297390394799,0.0554200316008595,0.108,0.072,1,"Hmgxb3"
"Tfdp2",0.00046258687501425,0.0977462739109259,0.244,0.191,1,"Tfdp2"
"Gclc",0.000463551678528909,0.0813403804404201,0.25,0.196,1,"Gclc"
"Ccdc90b",0.00046470597467844,0.0762946480803649,0.186,0.139,1,"Ccdc90b"
"Cdh10",0.00046633083789247,0.116608858794057,0.253,0.202,1,"Cdh10"
"Klhl18",0.000467531066146972,0.0586897914682586,0.114,0.078,1,"Klhl18"
"Srgap1",0.00047247983984632,0.0600795449499516,0.143,0.101,1,"Srgap1"
"Hira",0.000474834089859311,0.0553968785270515,0.128,0.089,1,"Hira"
"Ttc27",0.00047575284192252,0.0534219363419937,0.1,0.066,1,"Ttc27"
"Rbm12b2",0.000485075862234648,0.0531934649722573,0.108,0.072,1,"Rbm12b2"
"Aldh7a1",0.000487570671731651,0.0827871479680355,0.227,0.176,1,"Aldh7a1"
"Tsc22d3",0.000489860066443809,0.0813302999427958,0.457,0.397,1,"Tsc22d3"
"Oraov1",0.000493522694264078,0.0543382016681043,0.104,0.069,1,"Oraov1"
"Ehd4",0.000496482253799438,0.0639259881124772,0.174,0.127,1,"Ehd4"
"Nup214",0.000501409795208345,0.076236411156421,0.181,0.135,1,"Nup214"
"Ttyh1",0.000505161012963051,0.025845611930527,0.394,0.322,1,"Ttyh1"
"Slc37a4",0.000505513410291566,0.0434297901279374,0.104,0.068,1,"Slc37a4"
"Hcfc2",0.000507297846930496,0.0663653619156714,0.163,0.119,1,"Hcfc2"
"March2",0.000510180428179769,0.124582765733574,0.387,0.331,1,"March2"
"Vmac",0.000510973177060079,0.060884511997945,0.104,0.069,1,"Vmac"
"Nup54",0.000511659547474504,0.0694104347034784,0.145,0.104,1,"Nup54"
"Arfgef2",0.000513054279081113,0.0635433551573871,0.132,0.093,1,"Arfgef2"
"Prox1",0.000513401219635296,-0.078327370647843,0.075,0.119,1,"Prox1"
"Tmem56",0.00051439396671295,0.0756704665355076,0.161,0.118,1,"Tmem56"
"St6galnac3",0.000523657919090574,-0.0756401206230627,0.081,0.126,1,"St6galnac3"
"Gigyf1",0.000524811917706139,0.058771628491729,0.149,0.107,1,"Gigyf1"
"Dhx40",0.00052532005584664,0.089253092119287,0.212,0.163,1,"Dhx40"
"Rapgefl1",0.00052534376940121,0.0493007770574561,0.107,0.071,1,"Rapgefl1"
"Eri1",0.000525608378470965,0.0606318559058215,0.131,0.092,1,"Eri1"
"Rhno1",0.000526858817750268,0.0647129156329688,0.146,0.105,1,"Rhno1"
"Setd7",0.000536946073902928,0.0803683967747569,0.222,0.172,1,"Setd7"
"Sec24c",0.000538769457605406,0.0662823185895772,0.148,0.106,1,"Sec24c"
"Pde7a",0.000539922518293717,0.0574340065005395,0.139,0.098,1,"Pde7a"
"Dennd6b",0.000540069319178929,0.0743548039874788,0.234,0.182,1,"Dennd6b"
"Thop1",0.00054093373412694,0.0759955571245762,0.221,0.169,1,"Thop1"
"Zfp142",0.0005409651288492,0.0439549968570698,0.11,0.073,1,"Zfp142"
"Mettl14",0.000542465321342164,0.0652581897945295,0.113,0.077,1,"Mettl14"
"Tmem203",0.000542859118113579,0.0682858910152993,0.152,0.11,1,"Tmem203"
"Msl3",0.000543481922233854,0.0743287278435027,0.177,0.131,1,"Msl3"
"Dhx38",0.000548889284346973,0.0501277596389159,0.104,0.069,1,"Dhx38"
"Arel1",0.000551203833422378,0.091838140700101,0.158,0.116,1,"Arel1"
"Uggt1",0.000551634130094299,0.0760835978542747,0.177,0.132,1,"Uggt1"
"Mgat4a",0.000551816759706496,0.0628913001165882,0.154,0.111,1,"Mgat4a"
"Hiat1",0.000557786666546004,0.10088200312519,0.437,0.377,1,"Hiat1"
"Psme2b",0.000565423729748832,0.0667037766306942,0.164,0.12,1,"Psme2b"
"Rbm22",0.00056661795015854,0.0878944382647709,0.37,0.308,1,"Rbm22"
"Hrh1",0.000568141481576241,0.0505722886682085,0.102,0.067,1,"Hrh1"
"Zmpste24",0.000570585846149531,0.0852948048468672,0.288,0.231,1,"Zmpste24"
"Abhd3",0.00057069472994003,-0.106676023781112,0.102,0.149,1,"Abhd3"
"Mnt",0.000575805556835628,0.048304448354598,0.111,0.075,1,"Mnt"
"Thtpa",0.000579584624602053,0.0643029407863704,0.169,0.124,1,"Thtpa"
"Dpp8",0.000579906281474004,0.0542059293394736,0.142,0.1,1,"Dpp8"
"6330408A02Rik",0.000586373659973803,0.0576165624957355,0.104,0.069,1,"6330408A02Rik"
"Gas2",0.000592961889875535,0.0560905987789541,0.125,0.087,1,"Gas2"
"Gtf2h3",0.000593734133932211,0.0501399199331339,0.114,0.078,1,"Gtf2h3"
"Snph",0.000603529218250314,0.0695918759521122,0.178,0.133,1,"Snph"
"Cdk16",0.000609712754997068,0.070252937848768,0.285,0.226,1,"Cdk16"
"Crtc3",0.000615935973569392,0.0695600846072007,0.19,0.144,1,"Crtc3"
"Mfge8",0.00061595620417368,-0.181484568837603,0.085,0.129,1,"Mfge8"
"Nxph1",0.000617250599024382,0.114960310446966,0.247,0.194,1,"Nxph1"
"Wipi1",0.000619842484675671,-0.0797093373987323,0.099,0.145,1,"Wipi1"
"Fjx1",0.000622829261268725,0.0631217605957794,0.142,0.101,1,"Fjx1"
"Pcgf2",0.000623984984441048,0.0670831245299323,0.137,0.097,1,"Pcgf2"
"Adgrg1",0.000624318673320603,0.0689580241314758,0.248,0.194,1,"Adgrg1"
"Nipbl",0.000627425245206315,0.101926543786246,0.356,0.297,1,"Nipbl"
"Cramp1l",0.000635892078600089,0.0588833679424588,0.11,0.075,1,"Cramp1l"
"Atf1",0.000640883620094555,0.0583697995250518,0.139,0.099,1,"Atf1"
"Fbxo45",0.000642247415785713,0.0529182344600752,0.154,0.111,1,"Fbxo45"
"Sncg",0.000644841455169848,0.2398278160731,0.107,0.072,1,"Sncg"
"Dennd4a",0.000645411179811996,0.0794181681958871,0.17,0.127,1,"Dennd4a"
"Gmppb",0.000646693235834711,0.0455556652919834,0.104,0.069,1,"Gmppb"
"1190005I06Rik",0.000647242296923905,-0.0823276331370938,0.078,0.121,1,"1190005I06Rik"
"Ing5",0.000647462210974276,0.0602910679360529,0.107,0.072,1,"Ing5"
"Atm",0.000650139859367131,0.0466727741771954,0.107,0.072,1,"Atm"
"Eif2ak4",0.000651096164630134,0.062099279796356,0.108,0.074,1,"Eif2ak4"
"Zbtb8os",0.000658516256425474,0.0629729925971143,0.202,0.153,1,"Zbtb8os"
"Sparcl1",0.000660152716143443,-0.168799913446287,0.478,0.399,1,"Sparcl1"
"Tatdn1",0.000660285831024527,0.0670051843346508,0.119,0.082,1,"Tatdn1"
"Inha",0.000662750115759876,0.044835583214458,0.1,0.067,1,"Inha"
"Hecw2",0.00066801056373199,0.071507101628151,0.199,0.151,1,"Hecw2"
"Dnajc1",0.000669667670243159,0.07549159140041,0.239,0.187,1,"Dnajc1"
"1810013L24Rik",0.000671245040421955,0.0573625136010466,0.161,0.118,1,"1810013L24Rik"
"Tyw1",0.000673026525141782,0.0527425046074546,0.122,0.084,1,"Tyw1"
"Gm2a",0.000673287487488111,-0.117225943122022,0.137,0.186,1,"Gm2a"
"Ncor2",0.000681404893379657,0.0803047601984803,0.24,0.189,1,"Ncor2"
"Ski",0.000694899081128568,0.080979815033765,0.195,0.149,1,"Ski"
"Stat5b",0.000701976862407948,0.06429502094249,0.123,0.086,1,"Stat5b"
"Srcin1",0.000706339812166207,0.093898677648266,0.359,0.3,1,"Srcin1"
"Bcl2",0.000716398937308646,0.0751536637097027,0.14,0.101,1,"Bcl2"
"Pip4k2a",0.000734896675239999,-0.139648168940516,0.192,0.241,1,"Pip4k2a"
"Pkd1",0.000740275740011934,0.0573718035359605,0.134,0.095,1,"Pkd1"
"Ldlr",0.000740778047129814,0.0464247423850447,0.107,0.072,1,"Ldlr"
"Nudt22",0.000743100808962465,0.0573068475794933,0.113,0.077,1,"Nudt22"
"Dgcr14",0.000748093515961293,0.0546848624143994,0.137,0.097,1,"Dgcr14"
"Sgf29",0.000754000264557898,0.0919949361043494,0.172,0.131,1,"Sgf29"
"Zfp536",0.000760645851298901,-0.0675866533123176,0.079,0.122,1,"Zfp536"
"Wdr91",0.000763053864120609,-0.0855013807679295,0.094,0.139,1,"Wdr91"
"Elp4",0.000763496692410633,0.0803177437676451,0.192,0.147,1,"Elp4"
"Atp6v0a2",0.000763643580584712,0.062566597296622,0.224,0.174,1,"Atp6v0a2"
"Pttg1",0.000771209150673379,0.143004930618814,0.39,0.336,1,"Pttg1"
"Rabl3",0.000774633691226227,0.0529730076834001,0.108,0.074,1,"Rabl3"
"Ptprj",0.000782708485939036,0.0603012045164807,0.172,0.128,1,"Ptprj"
"Fat1",0.000786448897602419,0.0814329289735255,0.126,0.089,1,"Fat1"
"Gosr1",0.00079118048042622,0.069819563813321,0.161,0.12,1,"Gosr1"
"Prdx4",0.000791764262563892,0.105029827176412,0.294,0.238,1,"Prdx4"
"Ttll7",0.00079509605339119,-0.0192308944272273,0.738,0.63,1,"Ttll7"
"Zfp420",0.00079710977350297,0.0619527561518186,0.105,0.071,1,"Zfp420"
"Mtss1l",0.000798882087132829,0.0647937808806668,0.209,0.159,1,"Mtss1l"
"2510009E07Rik",0.000801194974615086,0.0752299847917983,0.189,0.143,1,"2510009E07Rik"
"Frmd4b",0.000818202026028228,-0.08630191576059,0.094,0.139,1,"Frmd4b"
"Enho",0.000820070793893439,0.0807435494274961,0.228,0.179,1,"Enho"
"Atg4d",0.000827841092097561,0.0577795136446726,0.16,0.117,1,"Atg4d"
"Ubp1",0.000832875221085254,0.0917705103880582,0.237,0.189,1,"Ubp1"
